job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance
JG05,0.574456264653803,PG05,0.574456264653803,1.1180339887498998,RM_type_A,2,1978,Y,1,level_4,2.94,2002,15,9,9,1,7,0,107.85,3.0,0
JG05,0.91104335791443,PG05,0.91104335791443,0.9591663046625442,RM_type_A,1,1980,Y,3,level_4,0.0,2002,15,10,7,3,5,1,118.17,3.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.1180339887498998,RM_type_A,1,1987,Y,1,level_4,3.22,2009,6,4,4,1,3,1,60.94,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,1,1986,Y,0,level_4,0.0,2009,5,3,4,1,4,1,84.4,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.9591663046625442,RM_type_B,1,1987,Y,3,level_4,0.0,2009,5,3,4,0,3,1,80.64,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_C,2,1986,Y,1,level_4,0.0,2010,5,4,3,2,6,0,71.64,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.1916375287813001,RM_type_B,1,1988,Y,1,level_4,3.07,2013,6,4,3,4,8,0,85.63,2.0,0
JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_A,2,1988,Y,0,level_4,3.43,2011,5,4,5,0,10,0,88.09,1.0,0
JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_A,2,1984,Y,2,level_4,3.25,2010,4,3,4,4,8,1,56.23,0.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.1916375287813001,RM_type_A,2,1986,Y,0,level_4,0.0,2012,4,2,4,4,6,0,65.26,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_A,2,1988,N,0,level_4,0.0,2014,3,2,2,0,5,0,65.63,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,0.0,RM_type_B,1,1990,Y,0,level_4,0.0,2013,3,3,4,0,8,0,90.51,2.0,0
JG04,1.5,PG04,0.0,0.707106781186548,RM_type_A,2,1987,Y,2,level_4,0.0,2010,5,3,6,0,2,0,109.68,1.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_B,1,1990,Y,2,level_4,0.0,2012,3,3,2,0,7,0,31.65,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,0.9591663046625442,RM_type_A,2,1985,Y,1,level_4,0.0,2007,7,6,2,0,0,6,88.68,1.0,0
JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_A,2,1984,Y,1,level_4,0.0,2007,5,4,2,0,2,0,59.18,0.0,0
JG04,1.5556349186104,PG04,0.0,0.707106781186548,RM_type_A,2,1986,N,0,level_4,0.0,2012,6,4,4,0,5,0,80.48,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1987,Y,0,level_4,0.0,2010,6,6,5,0,3,0,89.82,1.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.1180339887498998,RM_type_A,2,1987,Y,1,level_4,0.0,2010,5,4,4,0,2,0,61.39,0.0,0
JG04,1.6583123951777,PG04,0.707106781186548,0.707106781186548,RM_type_A,2,1983,Y,1,level_4,0.0,2007,7,5,3,1,0,0,109.86,2.0,0
JG05,2.82842712474619,PG06,2.82842712474619,0.707106781186548,RM_type_A,1,1964,Y,2,level_4,318.0,2005,30,12,7,14,1,0,73.37,0.0,0
JG05,1.47309198626562,PG06,0.0,0.707106781186548,RM_type_A,2,1980,Y,2,level_4,3.02,2004,14,8,8,5,10,0,89.37,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.574456264653803,RM_type_A,2,1992,Y,1,level_4,3.43,2014,4,3,3,0,10,5,58.25,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_A,2,1988,N,0,level_4,3.14,2010,5,4,4,1,3,0,92.56,1.0,0
JG05,1.47309198626562,PG06,0.0,1.5556349186104,RM_type_A,2,1981,Y,2,level_4,3.8,2005,13,6,6,4,9,0,81.39,0.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.7549928774784198,RM_type_B,2,1988,Y,1,level_4,0.0,2011,3,1,2,0,3,0,57.56,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_C,2,1988,Y,1,level_4,0.0,2011,3,2,3,3,6,0,85.57,1.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.41231056256176596,RM_type_B,2,1992,Y,0,level_4,0.0,2014,3,3,3,0,6,0,86.39,1.0,0
JG05,0.0,PG05,0.0,0.707106781186548,RM_type_A,1,1978,Y,2,level_4,0.0,2001,17,11,9,4,6,0,108.9,3.0,0
JG05,1.1180339887498998,PG05,1.1180339887498998,1.22474487139159,RM_type_A,1,1979,Y,2,level_4,0.0,2002,15,10,9,5,6,12,106.21,3.0,0
JG05,1.3856406460551,PG05,1.3856406460551,1.5556349186104,RM_type_A,1,1975,Y,3,level_4,3.31,1994,24,10,12,14,3,0,83.69,0.0,0
JG05,2.82842712474619,PG06,2.23606797749979,0.707106781186548,RM_type_A,2,1968,Y,2,level_4,3.26,2005,29,12,5,14,3,0,88.55,2.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1988,Y,0,level_4,0.0,2012,5,3,2,5,4,0,82.98,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1986,Y,0,level_4,0.0,2010,5,2,2,6,1,0,82.31,0.0,0
JG05,1.2569805089976498,PG05,1.2569805089976498,1.58113883008419,RM_type_A,2,1980,Y,2,level_4,3.31,2008,16,11,6,4,4,0,99.54,2.0,0
JG04,1.6822603841260702,PG03,1.6822603841260702,1.1180339887498998,RM_type_A,2,1985,Y,0,level_4,3.03,2010,6,4,4,1,6,0,93.61,3.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.1916375287813001,RM_type_A,2,1983,Y,2,level_4,0.0,2007,7,6,5,1,0,12,111.45,2.0,0
JG04,1.29228479833201,PG03,1.29228479833201,1.58113883008419,RM_type_A,2,1989,Y,0,level_4,0.0,2012,5,2,2,1,2,0,70.9,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1988,Y,1,level_4,0.0,2011,5,3,2,3,5,2,86.5,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,2,1984,Y,2,level_4,0.0,2009,5,3,2,0,6,2,103.53,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1986,N,0,level_4,3.3,2008,5,4,2,1,0,0,69.87,0.0,0
JG04,1.1916375287813001,PG03,1.1916375287813001,1.58113883008419,RM_type_A,2,1985,Y,1,level_4,2.93,2010,4,2,2,0,3,2,56.56,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.0392304845413298,RM_type_A,2,1988,Y,2,level_4,0.0,2011,5,4,2,1,7,2,67.85,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1984,Y,1,level_4,0.0,2007,6,4,5,1,5,5,83.56,0.0,1
JG04,1.1916375287813001,PG03,1.1916375287813001,0.707106781186548,RM_type_A,2,1986,N,0,level_4,0.0,2010,4,4,4,0,11,0,66.99,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1985,Y,1,level_4,0.0,2007,6,3,3,0,10,2,75.11,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,0.707106781186548,RM_type_A,2,1981,Y,2,level_4,0.0,2004,7,6,4,15,3,0,73.72,0.0,0
JG04,2.82842712474619,PG04,1.8708286933869698,1.22474487139159,RM_type_A,1,1977,Y,0,level_4,3.19,2001,17,12,12,17,4,1,69.5,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,1,1985,Y,1,level_4,0.0,2008,6,4,4,3,9,2,80.74,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1984,Y,3,level_4,0.0,2007,6,6,4,11,8,5,88.4,1.0,0
JG05,2.82842712474619,PG06,2.44948974278318,1.22474487139159,RM_type_A,2,1967,Y,2,level_4,0.0,1991,25,13,5,16,7,2,78.91,0.0,0
JG05,0.0,PG05,0.0,0.707106781186548,RM_type_A,2,1979,Y,1,level_4,3.0,2002,14,8,9,1,0,0,79.55,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.47309198626562,RM_type_A,1,1990,N,0,level_4,0.0,2014,3,2,3,1,8,0,87.44,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,1,1990,Y,1,level_4,0.0,2013,5,2,3,1,2,0,69.97,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1975,Y,1,level_4,0.0,2003,6,5,4,15,2,0,93.66,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,1,1990,Y,1,level_4,0.0,2013,4,3,2,0,4,0,66.81,0.0,0
JG04,2.51594912508182,PG04,1.73205080756888,0.707106781186548,RM_type_A,1,1973,Y,1,level_4,3.09,1996,17,8,10,5,4,3,84.79,0.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,0.707106781186548,RM_type_A,2,1988,Y,1,level_4,0.0,2010,6,4,5,1,1,0,87.78,1.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_B,1,1988,Y,1,level_4,0.0,2012,3,2,2,0,1,0,74.57,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1990,N,0,level_4,0.0,2013,4,2,3,0,7,5,91.09,1.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1988,Y,1,level_4,0.0,2012,3,2,2,1,5,0,98.8,2.0,0
JG05,0.28284271247461895,PG05,0.28284271247461895,0.707106781186548,RM_type_A,1,1980,Y,2,level_4,3.82,2003,14,11,9,7,4,0,84.96,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,1.22474487139159,RM_type_A,2,1984,Y,1,level_4,0.0,2008,7,5,3,1,2,8,105.46,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,1,1989,N,0,level_4,0.0,2011,5,2,4,0,12,3,76.88,0.0,0
JG05,2.82842712474619,PG06,2.44948974278318,1.22474487139159,RM_type_A,1,1965,Y,2,level_4,3.08,2005,31,11,5,8,9,0,88.78,1.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1988,Y,1,level_4,0.0,2011,2,2,2,0,1,0,70.71,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1985,Y,1,level_4,0.0,2008,7,4,3,5,1,0,83.22,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1987,Y,2,level_4,0.0,2014,3,2,3,0,1,0,83.14,1.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1992,Y,2,level_4,0.0,2015,3,2,2,0,4,0,67.75,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,1,1987,N,0,level_4,0.0,2010,4,3,3,0,2,4,93.46,3.0,0
JG05,0.28284271247461895,PG05,0.28284271247461895,0.707106781186548,RM_type_A,1,1979,Y,1,level_4,3.34,2001,16,15,7,7,3,1,72.79,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,1.58113883008419,RM_type_A,2,1987,Y,2,level_4,0.0,2010,6,3,4,5,3,1,106.32,3.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,1,1985,Y,2,level_4,0.0,2008,3,2,3,0,4,0,81.92,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_A,1,1989,Y,1,level_4,0.0,2012,5,2,2,0,3,0,60.48,0.0,0
JG04,1.70880074906351,PG04,0.707106781186548,1.58113883008419,RM_type_A,2,1980,Y,2,level_4,0.0,2003,7,4,4,9,0,0,69.41,0.0,0
JG04,1.5,PG03,1.5,1.3228756555323,RM_type_A,2,1984,N,0,level_4,3.52,2006,6,4,4,0,4,0,98.99,2.0,0
JG04,1.78044938147649,PG04,1.0,1.22474487139159,RM_type_A,2,1984,Y,1,level_4,0.0,2007,7,3,3,0,3,0,116.09,2.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_B,1,1990,Y,1,level_4,0.0,2013,5,2,5,0,5,1,54.88,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1989,Y,1,level_4,3.01,2011,3,2,3,0,1,0,59.46,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1991,N,0,level_4,0.0,2013,3,2,2,1,3,0,55.94,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.8660254037844392,RM_type_A,1,1989,Y,0,level_4,0.0,2011,4,3,3,0,6,2,88.61,1.0,0
JG04,1.6583123951777,PG03,1.6583123951777,1.58113883008419,RM_type_A,2,1981,Y,2,level_4,0.0,2004,7,4,4,6,2,1,67.17,0.0,0
JG04,1.70880074906351,PG03,1.70880074906351,1.22474487139159,RM_type_A,2,1982,Y,2,level_4,2.89,2005,7,4,4,6,0,3,103.15,1.0,0
JG05,0.28284271247461895,PG05,0.28284271247461895,0.707106781186548,RM_type_A,1,1968,Y,3,level_4,0.0,2010,25,13,8,0,9,3,94.65,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,2,1980,Y,2,level_4,2.89,2003,15,11,10,0,1,0,90.7,2.0,0
JG05,1.1180339887498998,PG05,1.1180339887498998,1.22474487139159,RM_type_A,1,1983,Y,2,level_4,3.31,2010,14,9,7,3,3,4,70.14,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1984,Y,1,level_4,0.0,2008,5,3,3,0,4,0,127.68,3.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1989,Y,0,level_4,0.0,2011,5,2,2,2,1,0,74.46,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,1,1987,Y,0,level_4,3.32,2009,3,2,2,0,3,0,87.99,1.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_B,1,1990,Y,2,level_4,0.0,2013,3,2,2,0,3,0,85.2,1.0,0
JG04,2.82842712474619,PG04,2.1213203435596397,1.22474487139159,RM_type_A,2,1980,Y,2,level_4,3.12,2007,15,9,5,4,6,1,78.48,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1991,Y,0,level_4,3.07,2013,4,2,3,0,5,4,88.67,1.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1988,Y,2,level_4,3.12,2010,5,3,2,3,4,1,108.71,1.0,0
JG04,2.59807621135332,PG04,1.8708286933869698,1.22474487139159,RM_type_A,1,1981,Y,1,level_4,0.0,2007,15,10,7,3,5,2,80.32,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1986,Y,0,level_4,0.0,2009,3,2,2,3,3,0,119.35,1.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_A,2,1988,Y,1,level_4,3.01,2012,6,3,3,0,3,0,80.96,0.0,0
JG04,2.82842712474619,PG04,1.58113883008419,1.22474487139159,RM_type_A,2,1978,Y,0,level_4,3.21,2002,16,12,6,9,5,1,73.18,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_A,2,1982,N,0,level_4,3.19,2007,7,4,2,4,0,0,68.24,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,1,1986,Y,0,level_4,0.0,2008,6,3,3,1,5,0,101.99,3.0,1
JG04,2.59807621135332,PG04,1.8708286933869698,1.58113883008419,RM_type_A,1,1977,Y,2,level_4,3.38,2000,16,9,8,15,3,1,78.17,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,3.3,2011,5,3,2,6,5,5,66.94,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,1,1986,Y,1,level_4,0.0,2009,5,3,3,1,3,0,80.03,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_A,2,1989,Y,1,level_4,0.0,2012,5,2,2,0,6,0,99.99,1.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.5,RM_type_A,2,1991,Y,1,level_4,0.0,2014,2,1,2,1,3,0,56.08,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_A,1,1989,Y,1,level_4,3.22,2015,4,2,3,0,9,1,74.72,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1985,Y,1,level_4,2.66,2008,6,3,4,0,7,2,102.79,1.0,0
JG04,1.5,PG03,1.5,1.22474487139159,RM_type_A,1,1988,Y,0,level_4,3.45,2010,5,3,4,1,1,0,97.3,2.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_A,1,1986,Y,1,level_4,3.06,2009,4,2,2,1,3,1,92.48,1.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_A,2,1988,Y,1,level_4,2.78,2011,5,2,2,3,2,1,89.51,1.0,0
JG05,2.82842712474619,PG06,2.34520787991171,1.22474487139159,RM_type_A,2,1974,Y,2,level_4,3.0,2003,25,12,6,8,4,0,110.42,3.0,1
JG05,2.82842712474619,PG06,2.44948974278318,1.58113883008419,RM_type_A,1,1970,Y,3,level_4,2.79,1998,29,9,6,12,7,1,75.93,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,1,1991,N,0,level_4,3.61,2013,4,3,3,0,5,0,76.21,0.0,0
JG04,1.29228479833201,PG03,1.29228479833201,1.58113883008419,RM_type_A,1,1986,Y,0,level_4,3.39,2011,5,2,2,1,9,0,105.4,1.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1986,N,0,level_4,2.89,2010,5,2,3,0,3,0,65.83,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1988,Y,0,level_4,3.24,2012,5,3,4,5,3,0,105.26,3.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.1180339887498998,RM_type_A,2,1989,Y,1,level_4,3.08,2012,5,6,5,0,4,0,85.48,1.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1989,Y,1,level_4,3.13,2012,3,2,2,0,2,0,40.84,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1987,N,0,level_4,0.0,2011,5,4,4,2,6,0,61.79,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1984,Y,1,level_4,0.0,2007,6,4,4,3,3,0,105.72,3.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1990,Y,1,level_4,0.0,2013,3,2,2,0,3,0,71.75,0.0,0
JG04,2.82842712474619,PG04,2.0,0.707106781186548,RM_type_A,1,1981,Y,2,level_4,0.0,2006,15,8,5,6,3,0,69.35,0.0,0
JG05,0.28284271247461895,PG05,0.28284271247461895,1.22474487139159,RM_type_A,1,1977,Y,2,level_4,3.62,2000,17,12,9,3,3,0,109.04,2.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.22474487139159,RM_type_A,2,1987,Y,1,level_4,0.0,2011,5,3,2,7,3,0,103.76,3.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1981,Y,2,level_4,0.0,2007,7,5,6,0,2,0,96.29,3.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1979,Y,1,level_4,3.14,2002,16,9,13,0,3,0,85.19,1.0,0
JG05,2.82842712474619,PG06,2.23606797749979,1.22474487139159,RM_type_A,2,1964,Y,2,level_4,3.03,2003,31,14,6,0,0,0,42.92,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_A,2,1983,Y,2,level_4,3.03,2007,6,5,6,0,3,0,59.2,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1988,Y,1,level_4,0.0,2013,3,2,3,0,0,0,70.02,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,0.707106781186548,RM_type_A,2,1985,N,0,level_4,0.0,2009,6,5,4,0,0,0,62.04,0.0,0
JG04,2.36220236220354,PG04,1.4142135623731003,1.15325625946708,RM_type_C,1,1982,Y,2,level_4,3.59,2004,14,13,6,0,0,0,91.01,3.0,0
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_A,2,1983,Y,2,level_4,0.0,2007,7,5,5,0,0,0,78.98,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1980,Y,1,level_4,0.0,2004,5,5,2,0,4,0,59.84,0.0,0
JG04,0.574456264653803,PG03,0.574456264653803,1.1180339887498998,RM_type_B,2,1981,N,0,level_4,2.8,2005,7,5,3,0,2,4,116.04,3.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.1180339887498998,RM_type_A,1,1986,Y,0,level_4,3.31,2010,6,3,5,2,7,1,110.56,3.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,1,1987,Y,1,level_4,3.49,2009,6,4,3,1,4,4,65.33,0.0,0
JG04,1.1916375287813001,PG03,1.1916375287813001,1.52643375224737,RM_type_C,1,1987,Y,0,level_4,3.42,2011,5,3,3,0,5,0,67.12,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_A,2,1985,Y,1,level_4,3.18,2008,6,4,3,1,6,14,64.63,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1980,Y,1,level_4,2.76,2003,7,5,5,2,2,3,75.18,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,0.0,2011,5,4,3,0,5,7,70.6,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,2,1985,Y,0,level_4,0.0,2009,6,4,2,4,3,1,76.23,0.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.22474487139159,RM_type_B,1,1985,Y,2,level_4,0.0,2009,6,5,2,0,2,0,83.86,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1988,Y,1,level_4,3.46,2011,5,3,3,2,2,0,69.21,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_B,1,1988,Y,1,level_4,0.0,2010,5,3,2,1,1,1,113.87,3.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1987,Y,1,level_4,0.0,2011,5,3,2,0,4,0,71.62,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1990,N,0,level_4,0.0,2013,2,2,2,0,3,0,57.07,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,1,1985,Y,1,level_4,3.48,2008,7,5,3,3,3,2,96.57,2.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1986,Y,1,level_4,3.18,2013,4,2,2,3,5,0,66.22,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1983,Y,1,level_4,0.0,2006,7,5,4,1,0,0,119.79,2.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1987,N,0,level_4,3.14,2015,3,2,2,0,3,1,78.6,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1988,Y,1,level_4,0.0,2010,3,2,2,0,3,0,51.73,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.52643375224737,RM_type_B,1,1988,Y,2,level_4,0.0,2010,2,1,2,0,3,3,57.15,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1989,Y,1,level_4,0.0,2011,3,2,2,0,3,5,65.13,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1985,Y,1,level_4,0.0,2011,5,3,4,0,3,1,79.37,1.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_A,1,1989,Y,1,level_4,3.73,2011,4,2,2,0,2,0,73.48,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1989,Y,1,level_4,0.0,2011,2,2,2,1,3,0,52.61,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1991,Y,0,level_4,0.0,2014,3,2,2,0,4,0,71.72,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1991,N,0,level_4,0.0,2013,3,2,2,0,3,0,60.81,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,1,1986,Y,0,level_4,0.0,2008,6,5,2,3,4,3,100.31,3.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_C,2,1988,Y,0,level_4,3.19,2012,4,2,3,0,2,0,65.68,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1991,Y,1,level_4,0.0,2013,3,2,2,0,4,0,65.52,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_A,1,1988,Y,0,level_4,3.4,2010,5,3,3,1,0,3,86.35,1.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.73205080756888,RM_type_A,1,1987,Y,0,level_4,0.0,2009,6,5,3,4,5,0,87.61,1.0,0
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_B,2,1973,Y,2,level_4,0.0,1997,7,4,3,1,3,2,70.35,0.0,0
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,2,1986,Y,0,level_4,0.0,2010,5,3,2,2,6,0,64.92,0.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.4142135623731003,RM_type_A,2,1988,Y,0,level_4,3.04,2014,4,2,2,6,7,1,109.5,1.0,0
JG04,1.29228479833201,PG03,1.29228479833201,1.5556349186104,RM_type_B,2,1975,Y,2,level_4,0.0,2005,5,4,4,0,2,0,98.07,2.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.8708286933869698,RM_type_A,1,1986,Y,1,level_4,0.0,2009,6,3,3,9,2,0,79.57,0.0,0
